I_CD_POST_SIEGE;libel_crt;NV_CD_POST;ZE;;;;;;;;CD;;POLE;;;
76277;NEUFCHATEL EN BRAY;76276;2307;A76277;A2307;;;1337;53;;A01293;1293;;;;A01293
58100;NEVERS;58026;2605;A58100;A2605;;;1338;8209;;A01294;1294;;;;A01294
79327;NIORT;79185;5410;A79327;A5410;;;1339;8213;;A01295;1295;;;;A01295
79006;NIORT;79136;5410;A79006;A5410;;;1341;8216;;A01296;1296;;;;A01296
45192;ORLEANS;45191;2419;A45192;A2419;;;1342;8214;;A01297;1297;;;;A01297
75110;PARIS;75056;1101;A75110;A1101;;;1343;53;;A01298;1298;;;;A01298
75108;PARIS;75056;1101;A75108;A1101;;;1344;8202;;A01299;1299;;;;A01299
75102;PARIS;75056;1101;A75102;A1101;;;1345;8201;;A01300;1300;1204;;;A01300
75103;PARIS;75056;1101;A75103;A1101;;;1346;8202;;A01301;1301;;;;A01301
75112;PARIS;75056;1101;A75112;A1101;;;1347;8213;;A01302;1302;;;;A01302
75109;PARIS;75056;1101;A75109;A1101;;;1348;8213;;A01303;1303;;;;A01303
75116;PARIS;75056;1101;A75116;A1101;;;1349;8201;;A01304;1304;;;;A01304
75111;PARIS;75056;1101;A75111;A1101;;;1350;8202;;A01305;1305;;;;A01305
75120;PARIS;75056;1101;A75120;A1101;;;1351;8213;;A01306;1306;;;;A01306
75118;PARIS;75056;1101;A75118;A1101;;;1352;53;;A01307;1307;;;;A01307
75104;PARIS;75056;1101;A75104;A1101;;;1353;8213;;A01308;1308;;;;A01308
75114;PARIS;75056;1101;A75114;A1101;;;1354;8219;;A01309;1309;;;;A01309
75106;PARIS;75056;1101;A75106;A1101;;;1355;53;;A01310;1310;;;;A01310
75113;PARIS;75056;1101;A75113;A1101;;;1356;8213;;A01311;1311;;;;A01311
75119;PARIS;75056;1101;A75119;A1101;;;1357;8219;;A01312;1312;1426;;;A01312
75117;PARIS;75056;1101;A75117;A1101;;;1358;8216;;A01313;1313;;;;A01313
75115;PARIS;75056;1101;A75115;A1101;;;1359;8213;;A01314;1314;;;;A01314
75101;PARIS;75056;1101;A75101;A1101;;;1360;8219;;A01315;1315;1202;;;A01315
75105;PARIS;75056;1101;A75105;A1101;;;1361;8201;;A01316;1316;1098;;;A01316
75107;PARIS;75056;1101;A75107;A1101;;;1362;8213;;A01317;1317;;;;A01317
24178;PERIGUEUX;24490;7202;A24178;A7202;;;1363;8201;;A01318;1318;;;;A01318
24065;PERIGUEUX;24312;7202;A24065;A7202;;;1364;8202;;A01319;1319;;;;A01319
24103;PERIGUEUX;24026;7202;A24103;A7202;;;1365;53;;A01320;1320;;;;A01320
24235;PERIGUEUX;24253;7202;A24235;A7202;;;1366;8201;;A01321;1321;;;;A01321
24447;PERIGUEUX;24053;7202;A24447;A7202;;;1367;8202;;A01322;1322;;;;A01322
24013;PERIGUEUX;24053;7202;A24013;A7202;;;1368;8213;;A01323;1323;;;;A01323
24333;PERIGUEUX;24216;7202;A24333;A7202;;;1369;8202;;A01324;1324;1245;;;A01324
24439;PERIGUEUX;24053;7202;A24439;A7202;;;1370;53;;A01325;1325;;;;A01325
24166;PERIGUEUX;24026;7202;A24166;A7202;;;1371;8214;;A01326;1326;69286;;;A01326
24368;PERIGUEUX;24490;7202;A24368;A7202;;;1372;8216;;A01327;1327;1184;;;A01327
24044;PERIGUEUX;24026;7202;A24044;A7202;;;1373;8203;;A01328;1328;;;;A01328
24239;PERIGUEUX;24540;7202;A24239;A7202;;;1374;8202;;A01329;1329;;;;A01329
24475;PERIGUEUX;24147;7202;A24475;A7202;;;1375;8202;;A01330;1330;;;;A01330
24258;PERIGUEUX;24312;7202;A24258;A7202;;;1376;8214;;A01331;1331;;;;A01331
80608;PERONNE;80621;2211;A80608;A2211;;;1378;8201;;A01332;1332;;;;A01332
86146;POITIERS;86115;5413;A86146;A5413;;;1379;8201;;A01333;1333;;;;A01333
86208;POITIERS;86053;5413;A86208;A5413;;;1380;8202;;A01334;1334;;;;A01334
27549;PONT AUDEMER;27467;2303;A27549;A2303;;;1381;8214;;A01335;1335;;;;A01335
95259;PONTOISE;95040;1119;A95259;A1119;;;1382;8213;;A01336;1336;;;;A01336
29052;QUIMPER;29003;5309;A29052;A5309;;;1383;8214;;A01337;1337;;;;A01337
51347;REIMS;51030;2104;A51347;A2104;;;1384;8201;;A01338;1338;;;;A01338
51331;REIMS;51564;2105;A51331;A2105;;;1385;8202;;A01338;1338;;;;A01338
51064;REIMS;51030;2104;A51064;A2104;;;1386;8201;;A01338;1338;;;;A01338
35267;RENNES;35257;5310;A35267;A5310;;;1387;8202;;A01339;1339;;;;A01339
35129;RENNES;35176;5312;A35129;A5312;;;1388;8202;;A01340;1340;1015;;;A01340
35209;RENNES;35069;5312;A35209;A5312;;;1389;8213;;A01341;1341;;;;A01341
35254;RENNES;35069;5312;A35254;A5312;;;1390;8201;;A01342;1342;;;;A01342
12218;RODEZ;12076;7304;A12218;A7304;;;1391;8202;;A01343;1343;;;;A01343
12285;RODEZ;12021;7305;A12285;A7305;;;1392;8203;;A01344;1344;;;;A01344
26366;ROMANS SUR ISERE;26179;8208;A26366;A8208;;;1393;8213;;A01345;1345;;;;A01345
76742;ROUEN;76164;2306;A76742;A2306;;;1396;8201;;A01346;1346;;;;A01346
76248;ROUEN;76146;2307;A76248;A2307;;;1397;8219;;A01347;1347;;;;A01347
76659;ROUEN;76164;2306;A76659;A2306;;;1398;8213;;A01348;1348;;;;A01348
76089;ROUEN;76289;2307;A76089;A2307;;;1399;8219;;A01349;1349;;;;A01349
22007;SAINT BRIEUC;22055;5305;A22007;A5305;;;1400;8201;;A01350;1350;;;;A01350
22297;SAINT BRIEUC;22046;5305;A22297;A5305;;;1401;8219;;A01351;1351;;;;A01351
22367;SAINT BRIEUC;22251;5305;A22367;A5305;;;1402;53;;A01352;1352;;;;A01352
22066;SAINT BRIEUC;22046;5305;A22066;A5305;;;1403;8201;;A01353;1353;;;;A01353
22191;SAINT BRIEUC;22046;5305;A22191;A5305;;;1404;8201;;A01354;1354;;;;A01354
88018;SAINT DIE DES VOSGES;88218;4112;A88018;A4112;;;1405;8202;;A01355;1355;;;;A01355
52180;SAINT DIZIER;52411;2107;A52180;A2107;;;1406;8202;;A01356;1356;;;;A01356
44040;SAINT NAZAIRE;44005;5203;A44040;A5203;;;1407;8219;;A01357;1357;;;;A01357
44059;SAINT NAZAIRE;44021;5203;A44059;A5203;;;1408;8202;;A01358;1358;;;;A01358
62807;SAINT OMER;62757;3124;A62807;A3124;;;1410;8203;;A01359;1359;;;;A01359
62431;SAINT OMER;62471;3124;A62431;A3124;;;1411;8201;;A01360;1360;;;;A01360
49154;SAUMUR;49261;5207;A49154;A5207;;;1412;8213;;A01361;1361;;;;A01361
49119;SAUMUR;49220;5205;A49119;A5205;;;1413;8219;;A01362;1362;;;;A01362
49101;SAUMUR;49018;5205;A49101;A5205;;;1414;8216;;A01363;1363;;;;A01363
49325;SAUMUR;49092;5206;A49325;A5206;;;1415;8216;;A01364;1364;;;;A01364
49232;SAUMUR;49373;5206;A49232;A5206;;;1416;8201;;A01365;1365;;;;A01365
49139;SAUMUR;49194;5205;A49139;A5205;;;1417;8203;;A01366;1366;;;;A01366
49282;SAUMUR;49125;5207;A49282;A5207;;;1418;8214;;A01367;1367;;;;A01367
49116;SAUMUR;49018;5205;A49116;A5205;;;1419;8219;;A01368;1368;;;;A01368
49098;SAUMUR;49228;5205;A49098;A5205;;;1420;8213;;A01369;1369;;;;A01369
49044;SAUMUR;49228;5205;A49044;A5205;;;1421;8201;;A01370;1370;;;;A01370
49049;SAUMUR;49138;5205;A49049;A5205;;;1422;8202;;A01371;1371;;;;A01371
49173;SAUMUR;49228;5205;A49173;A5205;;;1423;8213;;A01372;1372;;;;A01372
49106;SAUMUR;49307;5205;A49106;A5205;;;1424;8214;;A01373;1373;;;;A01373
49104;SAUMUR;49125;5207;A49104;A5207;;;1425;8202;;A01374;1374;;;;A01374
49230;SAUMUR;49003;5205;A49230;A5205;;;1426;8202;;A01375;1375;;;;A01375
49304;SAUMUR;49261;5207;A49304;A5207;;;1427;8213;;A01376;1376;;;;A01376
49191;SAUMUR;49086;5205;A49191;A5205;;;1428;8213;;A01377;1377;1125;;;A01377
49019;SAUMUR;49307;5205;A49019;A5205;;;1429;8202;;A01378;1378;;;;A01378
49128;SAUMUR;49018;5205;A49128;A5205;;;1430;8201;;A01379;1379;;;;A01379
49094;SAUMUR;49261;5207;A49094;A5207;;;1431;8201;;A01380;1380;;;;A01380
49149;SAUMUR;49261;5207;A49149;A5207;;;1432;8202;;A01381;1381;;;;A01381
49348;SAUMUR;49373;5206;A49348;A5206;;;1433;8202;;A01382;1382;;;;A01382
67431;SAVERNE;67004;4203;A67431;A4203;;;1434;8214;;A01383;1383;;;;A01383
67469;SAVERNE;67004;4203;A67469;A4203;;;1435;8219;;A01384;1384;;;;A01384
2325;SOISSONS;2458;2201;A02325;A2201;;;1436;8219;;A01385;1385;;;;A01385
2811;SOISSONS;2439;2204;A02811;A2204;;;1437;53;;A01386;1386;;;;A01386
2669;SOISSONS;2053;2201;A02669;A2201;;;1439;53;;A01387;1387;;;;A01387
67512;STRASBOURG;67372;4201;A67512;A4201;;;1441;8203;;A01388;1388;;;;A01388
67496;STRASBOURG;67372;4201;A67496;A4201;;;1442;8216;;A01389;1389;;;;A01389
67560;STRASBOURG;67153;4203;A67560;A4203;;;1443;8214;;A01390;1390;;;;A01390
67158;STRASBOURG;67539;4205;A67158;A4205;;;1444;8201;;A01391;1391;;;;A01391
37209;TOURS;37254;2412;A37209;A2412;;;1445;8202;;A01392;1392;;;;A01392
37120;TOURS;37232;2412;A37120;A2412;;;1446;8213;;A01393;1393;;;;A01393
10415;TROYES;10003;2102;A10415;A2102;;;1447;8202;;A01394;1394;69292;;;A01394
56064;VANNES;56061;5311;A56064;A5311;;;1448;8219;;A01395;1395;69293;;;A01395
56037;VANNES;56197;5316;A56037;A5316;;;1449;8201;;A01396;1396;;;;A01396
69222;VILLEFRANCHE TARARE;69024;8213;A69222;A8213;;;1450;8201;;A01397;1397;;;;A01397
69158;VILLEFRANCHE TARARE;69066;8214;A69158;A8214;;;1451;8202;;A01398;1398;;;;A01398
69114;VILLEFRANCHE TARARE;69159;8213;A69114;A8213;;;1452;8216;;A01399;1399;;;;A01399
69146;VILLEFRANCHE TARARE;69024;8213;A69146;A8213;;;1453;8216;;A01400;1400;;;;A01400
;;;;;;;;1454;8216;;A01401;1401;;;;A01401
;;;;;;;;1456;8216;;A01402;1402;;;;A01402
;;;;;;;;1457;8202;;A01403;1403;;;;A01403
;;;;;;;;2001;2202;;A01404;1404;;;;A01404
;;;;;;;;2002;2205;;A01405;1405;;;;A01405
;;;;;;;;2003;2206;;A01406;1406;;;;A01406
;;;;;;;;2004;2204;;A01407;1407;;;;A01407
;;;;;;;;2005;2204;;A01408;1408;;;;A01408
;;;;;;;;2006;2205;;A01409;1409;1187;;;A01409
;;;;;;;;2007;2204;;A01410;1410;;;;A01410
;;;;;;;;2008;2206;;A01411;1411;;;;A01411
;;;;;;;;2009;2205;;A01412;1412;;;;A01412
;;;;;;;;2010;2206;;A01413;1413;;;;A01413
;;;;;;;;2011;2206;;A01414;1414;;;;A01414
;;;;;;;;2012;2206;;A01415;1415;;;;A01415
;;;;;;;;2013;2204;;A01416;1416;;;;A01416
;;;;;;;;2014;2202;;A01417;1417;;;;A01417
;;;;;;;;2015;56;;A01418;1418;;;;A01418
;;;;;;;;2016;2202;;A01419;1419;;;;A01419
;;;;;;;;2017;2202;;A01420;1420;;;;A01420
;;;;;;;;2018;2206;;A01421;1421;;;;A01421
;;;;;;;;2019;2205;;A01422;1422;;;;A01422
;;;;;;;;2020;2203;;A01423;1423;;;;A01423
;;;;;;;;2021;2204;;A01424;1424;;;;A01424
;;;;;;;;2022;2201;;A01425;1425;;;;A01425
;;;;;;;;2023;2201;;A01426;1426;;;;A01426
;;;;;;;;2024;2204;;A01427;1427;;;;A01427
;;;;;;;;2025;2205;;A01428;1428;;;;A01428
;;;;;;;;2027;2204;;A01429;1429;;;;A01429
;;;;;;;;2028;2204;;A01430;1430;;;;A01430
;;;;;;;;2029;2205;;A01431;1431;;;;A01431
;;;;;;;;2030;2205;;A01432;1432;;;;A01432
;;;;;;;;2031;2203;;A01433;1433;;;;A01433
;;;;;;;;2032;2205;;A01434;1434;;;;A01434
;;;;;;;;2033;2204;;A01435;1435;;;;A01435
;;;;;;;;2034;2202;;A01436;1436;;;;A01436
;;;;;;;;2035;2203;;A01437;1437;;;;A01437
;;;;;;;;2036;2206;;A01438;1438;1143;;;A01438
;;;;;;;;2037;2204;;A01439;1439;;;;A01439
;;;;;;;;2038;2203;;A01440;1440;1283;;;A01440
;;;;;;;;2039;2204;;A01441;1441;;;;A01441
;;;;;;;;2040;2203;;A01442;1442;;;;A01442
;;;;;;;;2041;2202;;A01443;1443;;;;A01443
;;;;;;;;2042;2201;;A01444;1444;;;;A01444
;;;;;;;;2043;2206;;A01445;1445;;;;A01445
;;;;;;;;2044;2204;;A01446;1446;;;;A01446
;;;;;;;;2046;2204;;A01447;1447;;;;A01447
;;;;;;;;2047;2204;;A01448;1448;;;;A01448
;;;;;;;;2048;2204;;A01449;1449;;;;A01449
;;;;;;;;2049;2202;;A01450;1450;;;;A01450
;;;;;;;;2050;2203;;A01451;1451;;;;A01451
;;;;;;;;2051;2201;;A01452;1452;;;;A01452
;;;;;;;;2052;2206;;A01453;1453;;;;A01453
;;;;;;;;2053;2201;;A01454;1454;;;;A01454
;;;;;;;;2054;2206;;A01455;1455;1267;;;A01455
;;;;;;;;2055;2203;;A01456;1456;;;;A01456
;;;;;;;;2056;2202;;A01457;1457;;;;A01457
;;;;;;;;2057;2205;;A01458;1458;1091;;;A01458
;;;;;;;;2058;2204;;A01459;1459;;;;A01459
;;;;;;;;2059;2202;;A02001;2001;;;;A02001
;;;;;;;;2060;2205;;A02002;2002;;;;A02002
;;;;;;;;2061;2205;;A02003;2003;;;;A02003
;;;;;;;;2062;2201;;A02004;2004;;;;A02004
;;;;;;;;2063;2205;;A02005;2005;;;;A02005
;;;;;;;;2064;2206;;A02006;2006;;;;A02006
;;;;;;;;2065;2205;;A02007;2007;;;;A02007
;;;;;;;;2066;2205;;A02008;2008;;;;A02008
;;;;;;;;2067;2203;;A02009;2009;;;;A02009
;;;;;;;;2068;2204;;A02010;2010;;;;A02010
;;;;;;;;2069;2204;;A02011;2011;;;;A02011
;;;;;;;;2070;2205;;A02012;2012;;;;A02012
;;;;;;;;2071;2206;;A02013;2013;;;;A02013
;;;;;;;;2072;2204;;A02014;2014;;;;A02014
;;;;;;;;2073;2204;;A02015;2015;;;;A02015
;;;;;;;;2074;2204;;A02016;2016;;;;A02016
;;;;;;;;2075;2205;;A02017;2017;;;;A02017
;;;;;;;;2076;2204;;A02018;2018;;;;A02018
;;;;;;;;2077;2206;;A02019;2019;;;;A02019
;;;;;;;;2078;2202;;A02020;2020;;;;A02020
;;;;;;;;2079;2203;;A02021;2021;;;;A02021
;;;;;;;;2080;2204;;A02022;2022;;;;A02022
;;;;;;;;2081;2202;;A02023;2023;;;;A02023
;;;;;;;;2082;2201;;A02024;2024;;;;A02024
;;;;;;;;2083;2201;;A02025;2025;;;;A02025
;;;;;;;;2084;2201;;A02026;2026;2458;;;A02026
;;;;;;;;2085;2201;;A02027;2027;;;;A02027
;;;;;;;;2086;2202;;A02028;2028;;;;A02028
;;;;;;;;2087;2206;;A02029;2029;;;;A02029
;;;;;;;;2088;2204;;A02030;2030;;;;A02030
;;;;;;;;2089;2206;;A02031;2031;;;;A02031
;;;;;;;;2090;56;;A02032;2032;;;;A02032
;;;;;;;;2091;2206;;A02033;2033;;;;A02033
;;;;;;;;2093;2202;;A02034;2034;;;;A02034
;;;;;;;;2094;2201;;A02035;2035;;;;A02035
;;;;;;;;2095;2205;;A02036;2036;;;;A02036
;;;;;;;;2096;2204;;A02037;2037;;;;A02037
;;;;;;;;2097;2204;;A02038;2038;;;;A02038
;;;;;;;;2098;2201;;A02039;2039;;;;A02039
;;;;;;;;2099;2201;;A02040;2040;;;;A02040
;;;;;;;;2100;2205;;A02041;2041;;;;A02041
;;;;;;;;2101;2204;;A02042;2042;;;;A02042
;;;;;;;;2102;2204;;A02043;2043;;;;A02043
;;;;;;;;2103;2203;;A02044;2044;;;;A02044
;;;;;;;;2104;2204;;A02045;2045;2439;;;A02045
;;;;;;;;2105;2201;;A02046;2046;;;;A02046
;;;;;;;;2106;2204;;A02047;2047;;;;A02047
;;;;;;;;2107;2202;;A02048;2048;;;;A02048
;;;;;;;;2108;2204;;A02049;2049;;;;A02049
;;;;;;;;2109;2203;;A02050;2050;;;;A02050
;;;;;;;;2110;2206;;A02051;2051;;;;A02051
;;;;;;;;2111;2206;;A02052;2052;;;;A02052
;;;;;;;;2112;2205;;A02053;2053;;;;A02053
;;;;;;;;2114;2201;;A02054;2054;;;;A02054
;;;;;;;;2115;2206;;A02055;2055;;;;A02055
;;;;;;;;2116;2203;;A02056;2056;;;;A02056
;;;;;;;;2117;2205;;A02057;2057;;;;A02057
;;;;;;;;2118;2206;;A02058;2058;;;;A02058
;;;;;;;;2119;2201;;A02059;2059;;;;A02059
;;;;;;;;2120;2206;;A02060;2060;;;;A02060
;;;;;;;;2121;2201;;A02061;2061;;;;A02061
;;;;;;;;2122;2204;;A02062;2062;;;;A02062
;;;;;;;;2123;2205;;A02063;2063;;;;A02063
;;;;;;;;2124;2205;;A02064;2064;;;;A02064
;;;;;;;;2125;56;;A02065;2065;;;;A02065
;;;;;;;;2126;2203;;A02066;2066;;;;A02066
;;;;;;;;2127;2201;;A02067;2067;;;;A02067
;;;;;;;;2128;2204;;A02068;2068;;;;A02068
;;;;;;;;2129;2206;;A02069;2069;;;;A02069
;;;;;;;;2130;2203;;A02070;2070;;;;A02070
;;;;;;;;2131;2206;;A02071;2071;;;;A02071
;;;;;;;;2132;2204;;A02072;2072;;;;A02072
;;;;;;;;2133;2204;;A02073;2073;;;;A02073
;;;;;;;;2134;2203;;A02074;2074;;;;A02074
;;;;;;;;2135;2203;;A02075;2075;;;;A02075
;;;;;;;;2136;2204;;A02076;2076;;;;A02076
;;;;;;;;2137;2201;;A02077;2077;;;;A02077
;;;;;;;;2138;2206;;A02078;2078;;;;A02078
;;;;;;;;2139;2202;;A02079;2079;;;;A02079
;;;;;;;;2140;2202;;A02080;2080;;;;A02080
;;;;;;;;2141;2203;;A02081;2081;;;;A02081
;;;;;;;;2142;2205;;A02082;2082;;;;A02082
;;;;;;;;2143;2205;;A02083;2083;;;;A02083
;;;;;;;;2144;2205;;A02084;2084;;;;A02084
;;;;;;;;2145;2202;;A02085;2085;;;;A02085
;;;;;;;;2146;2201;;A02086;2086;;;;A02086
;;;;;;;;2148;2206;;A02087;2087;;;;A02087
;;;;;;;;2149;2205;;A02088;2088;;;;A02088
;;;;;;;;2150;2204;;A02089;2089;;;;A02089
;;;;;;;;2151;2204;;A02090;2090;;;;A02090
;;;;;;;;2152;2206;;A02091;2091;;;;A02091
;;;;;;;;2153;2204;;A02092;2092;2093;;;A02092
;;;;;;;;2154;2206;;A02093;2093;;;;A02093
;;;;;;;;2155;2204;;A02094;2094;;;;A02094
;;;;;;;;2156;2204;;A02095;2095;;;;A02095
;;;;;;;;2157;2204;;A02096;2096;;;;A02096
;;;;;;;;2158;2204;;A02097;2097;;;;A02097
;;;;;;;;2159;2206;;A02098;2098;;;;A02098
;;;;;;;;2160;2204;;A02099;2099;;;;A02099
;;;;;;;;2162;2201;;A02100;2100;;;;A02100
;;;;;;;;2163;2201;;A02101;2101;;;;A02101
;;;;;;;;2164;2201;;A02102;2102;;;;A02102
;;;;;;;;2165;2202;;A02103;2103;;;;A02103
;;;;;;;;2166;2201;;A02104;2104;;;;A02104
;;;;;;;;2167;2206;;A02105;2105;;;;A02105
;;;;;;;;2168;2201;;A02106;2106;;;;A02106
;;;;;;;;2169;2204;;A02107;2107;;;;A02107
;;;;;;;;2170;2205;;A02108;2108;;;;A02108
;;;;;;;;2171;2204;;A02109;2109;;;;A02109
;;;;;;;;2172;2206;;A02110;2110;;;;A02110
;;;;;;;;2173;2202;;A02111;2111;;;;A02111
;;;;;;;;2174;2204;;A02112;2112;;;;A02112
;;;;;;;;2175;2206;;A02113;2113;2022;;;A02113
;;;;;;;;2176;2206;;A02114;2114;;;;A02114
;;;;;;;;2177;2204;;A02115;2115;;;;A02115
;;;;;;;;2178;2204;;A02116;2116;;;;A02116
;;;;;;;;2179;2206;;A02117;2117;;;;A02117
;;;;;;;;2180;2204;;A02118;2118;;;;A02118
;;;;;;;;2181;2204;;A02119;2119;;;;A02119
;;;;;;;;2182;2204;;A02120;2120;;;;A02120
;;;;;;;;2183;2204;;A02121;2121;;;;A02121
;;;;;;;;2184;2204;;A02122;2122;;;;A02122
;;;;;;;;2185;56;;A02123;2123;;;;A02123
;;;;;;;;2186;2201;;A02124;2124;;;;A02124
;;;;;;;;2187;2201;;A02125;2125;;;;A02125
;;;;;;;;2188;2203;;A02126;2126;;;;A02126
;;;;;;;;2189;2204;;A02127;2127;;;;A02127
;;;;;;;;2190;2206;;A02128;2128;;;;A02128
;;;;;;;;2191;2204;;A02129;2129;;;;A02129
;;;;;;;;2192;56;;A02130;2130;;;;A02130
;;;;;;;;2193;2201;;A02131;2131;;;;A02131
;;;;;;;;2194;2204;;A02132;2132;;;;A02132
;;;;;;;;2195;2206;;A02133;2133;;;;A02133
;;;;;;;;2196;2204;;A02134;2134;;;;A02134
;;;;;;;;2197;2203;;A02135;2135;;;;A02135
;;;;;;;;2198;2206;;A02136;2136;;;;A02136
;;;;;;;;2199;2205;;A02137;2137;;;;A02137
;;;;;;;;2200;2204;;A02138;2138;;;;A02138
;;;;;;;;2201;56;;A02139;2139;;;;A02139
;;;;;;;;2203;2201;;A02140;2140;;;;A02140
;;;;;;;;2204;2203;;A02141;2141;;;;A02141
;;;;;;;;2205;2204;;A02142;2142;;;;A02142
;;;;;;;;2206;2203;;A02143;2143;;;;A02143
;;;;;;;;2207;2202;;A02144;2144;;;;A02144
;;;;;;;;2208;2204;;A02145;2145;;;;A02145
;;;;;;;;2209;2201;;A02146;2146;;;;A02146
;;;;;;;;2210;2206;;A02147;2147;2458;;;A02147
;;;;;;;;2211;2204;;A02148;2148;;;;A02148
;;;;;;;;2212;2202;;A02149;2149;;;;A02149
;;;;;;;;2213;2201;;A02150;2150;;;;A02150
;;;;;;;;2214;2205;;A02151;2151;;;;A02151
;;;;;;;;2215;2204;;A02152;2152;;;;A02152
;;;;;;;;2216;56;;A02153;2153;;;;A02153
;;;;;;;;2217;2206;;A02154;2154;;;;A02154
;;;;;;;;2218;2204;;A02155;2155;;;;A02155
;;;;;;;;2219;2206;;A02156;2156;;;;A02156
;;;;;;;;2220;2201;;A02157;2157;;;;A02157
;;;;;;;;2221;2201;;A02158;2158;;;;A02158
;;;;;;;;2222;2204;;A02159;2159;;;;A02159
;;;;;;;;2223;2201;;A02160;2160;;;;A02160
;;;;;;;;2224;2206;;A02161;2161;2053;;;A02161
;;;;;;;;2225;56;;A02162;2162;;;;A02162
;;;;;;;;2226;2206;;A02163;2163;;;;A02163
;;;;;;;;2227;2201;;A02164;2164;;;;A02164
;;;;;;;;2228;2201;;A02165;2165;;;;A02165
;;;;;;;;2229;2204;;A02166;2166;;;;A02166
;;;;;;;;2230;2206;;A02167;2167;;;;A02167
;;;;;;;;2231;2204;;A02168;2168;;;;A02168
;;;;;;;;2232;56;;A02169;2169;;;;A02169
;;;;;;;;2233;2201;;A02170;2170;;;;A02170
;;;;;;;;2234;2204;;A02171;2171;;;;A02171
;;;;;;;;2235;2204;;A02172;2172;;;;A02172
;;;;;;;;2236;2206;;A02173;2173;;;;A02173
;;;;;;;;2237;2204;;A02174;2174;;;;A02174
;;;;;;;;2238;2204;;A02175;2175;;;;A02175
;;;;;;;;2239;2201;;A02176;2176;;;;A02176
;;;;;;;;2240;2205;;A02177;2177;;;;A02177
;;;;;;;;2241;2201;;A02178;2178;;;;A02178
;;;;;;;;2242;2201;;A02179;2179;;;;A02179
;;;;;;;;2243;2206;;A02180;2180;;;;A02180
;;;;;;;;2244;2203;;A02181;2181;;;;A02181
;;;;;;;;2245;2206;;A02182;2182;;;;A02182
;;;;;;;;2246;2205;;A02183;2183;;;;A02183
;;;;;;;;2248;2204;;A02184;2184;;;;A02184
;;;;;;;;2249;2206;;A02185;2185;;;;A02185
;;;;;;;;2250;2204;;A02186;2186;;;;A02186
;;;;;;;;2251;2204;;A02187;2187;;;;A02187
;;;;;;;;2252;2204;;A02188;2188;;;;A02188
;;;;;;;;2253;2206;;A02189;2189;;;;A02189
;;;;;;;;2254;2206;;A02190;2190;;;;A02190
;;;;;;;;2255;2206;;A02191;2191;;;;A02191
;;;;;;;;2256;2204;;A02192;2192;;;;A02192
;;;;;;;;2257;2205;;A02193;2193;;;;A02193
;;;;;;;;2258;56;;A02194;2194;;;;A02194
;;;;;;;;2259;56;;A02195;2195;;;;A02195
;;;;;;;;2260;2202;;A02196;2196;;;;A02196
;;;;;;;;2261;2204;;A02197;2197;;;;A02197
;;;;;;;;2262;2202;;A02198;2198;;;;A02198
;;;;;;;;2263;2206;;A02199;2199;;;;A02199
;;;;;;;;2264;2204;;A02200;2200;;;;A02200
;;;;;;;;2265;2204;;A02201;2201;;;;A02201
;;;;;;;;2266;2204;;A02202;2202;2220;;;A02202
;;;;;;;;2267;2206;;A02203;2203;;;;A02203
;;;;;;;;2268;2201;;A02204;2204;;;;A02204
;;;;;;;;2269;2203;;A02205;2205;;;;A02205
;;;;;;;;2270;2205;;A02206;2206;;;;A02206
;;;;;;;;2271;2201;;A02207;2207;;;;A02207
;;;;;;;;2272;2206;;A02208;2208;;;;A02208
;;;;;;;;2273;2205;;A02209;2209;;;;A02209
;;;;;;;;2274;2204;;A02210;2210;;;;A02210
;;;;;;;;2275;2203;;A02211;2211;;;;A02211
;;;;;;;;2276;2203;;A02212;2212;;;;A02212
;;;;;;;;2277;2206;;A02213;2213;;;;A02213
;;;;;;;;2278;2203;;A02214;2214;;;;A02214
;;;;;;;;2279;2201;;A02215;2215;;;;A02215
;;;;;;;;2280;2201;;A02216;2216;;;;A02216
;;;;;;;;2281;2201;;A02217;2217;;;;A02217
;;;;;;;;2282;2204;;A02218;2218;;;;A02218
;;;;;;;;2283;2204;;A02219;2219;;;;A02219
;;;;;;;;2284;2203;;A02220;2220;;;;A02220
;;;;;;;;2286;2203;;A02221;2221;;;;A02221
;;;;;;;;2287;2205;;A02222;2222;;;;A02222
;;;;;;;;2288;2205;;A02223;2223;;;;A02223
;;;;;;;;2289;2201;;A02224;2224;;;;A02224
;;;;;;;;2290;2201;;A02225;2225;;;;A02225
;;;;;;;;2291;2205;;A02226;2226;;;;A02226
;;;;;;;;2292;2201;;A02227;2227;;;;A02227
;;;;;;;;2293;2205;;A02228;2228;;;;A02228
;;;;;;;;2294;2204;;A02229;2229;;;;A02229
;;;;;;;;2295;2203;;A02230;2230;;;;A02230
;;;;;;;;2296;2205;;A02231;2231;;;;A02231
;;;;;;;;2297;2201;;A02232;2232;;;;A02232
;;;;;;;;2298;2203;;A02233;2233;;;;A02233
;;;;;;;;2299;2204;;A02234;2234;;;;A02234
;;;;;;;;2301;2204;;A02235;2235;;;;A02235
;;;;;;;;2302;56;;A02236;2236;;;;A02236
;;;;;;;;2303;2205;;A02237;2237;;;;A02237
;;;;;;;;2304;2202;;A02238;2238;;;;A02238
;;;;;;;;2305;2201;;A02239;2239;;;;A02239
;;;;;;;;2306;2204;;A02240;2240;;;;A02240
;;;;;;;;2307;56;;A02241;2241;;;;A02241
