"I_CD_POST_SIEGE";"distance_TC";"distance_TCABS"
"01172";19.2897778754158;19.2897778754158
"01014";35.3763911581362;35.3763911581362
"01293";20.9749831485841;20.9749831485841
"01374";12.6025695999005;12.6025695999005
"01211";10.474296039517;10.474296039517
"01252";33.5683820804961;33.5683820804961
"01157";42.649775663692;42.649775663692
"01054";36.3302463400681;36.3302463400681
"01296";20.197281306313;20.197281306313
"01108";21.2079106713761;21.2079106713761
"01209";49.8671118297979;49.8671118297979
"01292";34.8727917415399;34.8727917415399
"01176";36.4844984162089;36.4844984162089
"01212";24.0738856720165;24.0738856720165
"01352";28.733247905169;28.733247905169
"01170";23.6339025752818;23.6339025752818
"01321";8.43598447100036;8.43598447100036
"01146";27.5340174759118;27.5340174759118
"01349";31.1961748084685;31.1961748084685
"01354";61.2093230169635;61.2093230169635
"01391";19.2622770645883;19.2622770645883
"01230";27.2259220546548;27.2259220546548
"01151";15.727791564015;15.727791564015
"01309";18.8424448549845;18.8424448549845
"01331";20.0859456839882;20.0859456839882
"01207";31.7930551691482;31.7930551691482
"01289";4.35007115432436;4.35007115432436
"01375";13.4955909077783;13.4955909077783
"01269";28.9448185742569;28.9448185742569
"01024";10.3644338877658;10.3644338877658
"01011";31.7806738350435;31.7806738350435
"01373";26.2521508529326;26.2521508529326
"01332";27.6187008731958;27.6187008731958
"01091";41.3577360690497;41.3577360690497
"01353";43.8048647408872;43.8048647408872
"01052";28.1547560915012;28.1547560915012
"01248";42.4778847094271;42.4778847094271
"01152";37.6785861035935;37.6785861035935
"01325";28.7699872366828;28.7699872366828
"01288";52.0201727957927;52.0201727957927
"01214";18.4050458549464;18.4050458549464
"01044";42.5417491322271;42.5417491322271
"01156";34.0660855574511;34.0660855574511
"01348";33.2415355314139;33.2415355314139
"01388";31.6405673608845;31.6405673608845
"01267";20.8583371612254;20.8583371612254
"01346";18.3814085324006;18.3814085324006
"01285";45.4373005776881;45.4373005776881
"01148";32.7742569925113;32.7742569925113
"01259";10.5002083960129;10.5002083960129
"01232";15.3716585872403;15.3716585872403
"01273";16.0650379603661;16.0650379603661
"01274";31.2149558537455;31.2149558537455
"01402";38.5345875828138;38.5345875828138
"01376";46.1698663231856;46.1698663231856
"01085";22.6206178438683;22.6206178438683
"01334";25.7252006706968;25.7252006706968
"01397";67.7107047614485;67.7107047614485
"01071";65.3094669144164;65.3094669144164
"01283";32.0250119712194;32.0250119712194
"01412";22.5318639657113;22.5318639657113
"01158";50.689470770719;50.689470770719
"01191";28.421204922071;28.421204922071
"01165";36.5193627240712;36.5193627240712
"01210";53.4442294998972;53.4442294998972
"01123";32.5066674104526;32.5066674104526
"01088";36.8944100524669;36.8944100524669
"01319";27.0707744619672;27.0707744619672
"01159";31.4255061241116;31.4255061241116
"01128";29.8562554555454;29.8562554555454
"01169";36.2512129922207;36.2512129922207
"01450";30.3867035717629;30.3867035717629
"01171";28.7414158413134;28.7414158413134
"01225";39.3302388310146;39.3302388310146
"01101";27.9496103535189;27.9496103535189
"01313";64.0060055051134;64.0060055051134
"01134";29.713005880023;29.713005880023
"01383";15.2234969281187;15.2234969281187
"01180";68.3518371750183;68.3518371750183
"01448";41.3103009560987;41.3103009560987
"01046";23.668958958136;23.668958958136
"01290";36.4622243847798;36.4622243847798
"01140";13.430123825256;13.430123825256
